id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
29776,SLCN,small_airport,"Charaña Airport",-17.5947,-69.433098,13339,SA,Bolivia,BO,"La Paz Department",BO-L,L,Charaña,0,SLCN,,,,https://en.wikipedia.org/wiki/Chara%C3%B1a_Airport,,50,2024-05-20T20:11:47+00:00
39488,SLNL,small_airport,"Cañada Larga Airport",-17.601,-62.3957,1197,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Chiquitos,0,SLNL,,,,https://en.wikipedia.org/wiki/Ca%C3%B1ada_Larga_Airport,,50,2024-06-07T17:01:03+00:00
39552,SLTC,small_airport,"Tres Cruces Airport",-17.3604,-62.2796,880,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Chiquitos,0,SLTC,,,,,,50,2015-04-25T19:52:01+00:00
29797,SLCP,small_airport,"Concepción Airport",-16.142688,-62.026595,1620,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Concepción,0,SLCP,CEP,,,https://en.wikipedia.org/wiki/Concepci%C3%B3n_Airport,,50,2022-12-03T13:04:52+00:00
29802,SLCC,small_airport,"Copacabana Airport",-16.191099,-69.095596,12591,SA,Bolivia,BO,"La Paz Department",BO-L,L,Copacabana,0,SLCC,,,,https://en.wikipedia.org/wiki/Copacabana_Airport,,50,2024-05-18T23:01:14+00:00
39421,SLCE,small_airport,"Cabezas Airport",-18.797433,-63.301611,1328,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLCE,,,,https://en.wikipedia.org/wiki/Cabezas_Airport,,50,2024-06-25T12:35:43+00:00
39428,SLCG,small_airport,"Charagua Airport",-19.785601,-63.1884,2040,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLCG,,,,https://en.wikipedia.org/wiki/Charagua_Airport,,50,2024-05-18T23:01:44+00:00
39432,SLUC,small_airport,"Cuevo Airport",-20.480499,-63.528168,3440,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLUC,,,,https://en.wikipedia.org/wiki/Cuevo_Airport,,50,2024-05-18T23:08:40+00:00
39438,SLEI,small_airport,"Espino Airport",-19.2999,-63.209,2313,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLEI,,,,https://en.wikipedia.org/wiki/Espino_Airport,,50,2024-05-18T23:03:19+00:00
39444,SLIT,small_airport,"Itaguazurenda Airport",-19.7775,-63.087799,1598,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLIT,,,,https://en.wikipedia.org/wiki/Itaguazurenda_Airport,,50,2024-05-29T06:41:01+00:00
39446,SLIZ,small_airport,"Izozog Airport",-18.663834,-63.002335,1082,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLIZ,,,,https://en.wikipedia.org/wiki/Izozog_Airport,,50,2024-05-29T06:43:36+00:00
39450,SLME,small_airport,"Mandeyepecua Airport",-20.398000717163086,-63.140499114990234,1338,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLME,,,,,,50,2008-07-14T12:56:12+00:00
39508,SLGP,small_airport,"Guirapembi Airport",-18.056,-63.163166,1493,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLGP,,,,https://en.wikipedia.org/wiki/Guirapembi_Airport,,50,2024-06-07T10:23:41+00:00
39547,SLTA,small_airport,"Taquipirenda Airport",-20.3433,-63.1394,2340,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,SLTA,,,,https://en.wikipedia.org/wiki/Taquipirenda_Airport,,50,2024-05-29T05:35:53+00:00
314402,BO-0009,small_airport,"Saipiru Airport",-19.3911991119,-63.072101593,2039,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Cordillera,0,,,,,,SLSS,50,2015-04-25T01:35:47+00:00
39557,SLBV,small_airport,"Villa Vista Montano Airport",-13.85,-66.366669,519,SA,Bolivia,BO,"El Beni Department",BO-B,B,"De Montaño",0,SLBV,,,,https://en.wikipedia.org/wiki/Villa_Vista_Airport,,50,2024-06-07T09:49:16+00:00
32321,SLAG,small_airport,"Monteagudo Airport",-19.827,-63.960999,3674,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"El Bañado",0,SLAG,MHW,,,https://en.wikipedia.org/wiki/Monteagudo_Airport,,50,2024-05-20T20:11:20+00:00
314378,BO-0006,small_airport,"El Mojar Airport",-12.4274,-65.5061,486,SA,Bolivia,BO,"El Beni Department",BO-B,B,"El Mojar",0,,,,,,,50,2015-04-19T22:50:30+00:00
314384,BO-0007,small_airport,"El Tacuaral",-14.0807,-65.658,500,SA,Bolivia,BO,"El Beni Department",BO-B,B,"El Tacuaral",0,,,,,,,50,2015-04-21T00:45:24+00:00
515599,SLPB,small_airport,"Palos Blancos Airport",-21.395556,-63.756667,2242,SA,Bolivia,BO,"Tarija Department",BO-T,T,"Entre Ríos, O'Connor",0,SLPB,,,,,Palos-Blancos,50,2023-11-22T14:47:20+00:00
324118,BO-0014,small_airport,"Espiritu Airstrip",-16.226916,-60.546454,,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Espiritu,0,,,,,,,50,2017-06-28T06:39:24+00:00
39536,SLIP,small_airport,"Samaipata Airport",-18.193056,-63.877778,5600,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Florida,0,SLIP,,,,https://en.wikipedia.org/wiki/Samaipata_Florida_Airport,,50,2024-05-29T06:40:40+00:00
39553,SLTX,small_airport,"Tuichi Airport",-14.316666603088379,-68.58333587646484,2360,SA,Bolivia,BO,"La Paz Department",BO-L,L,"Franz Tamayo",0,SLTX,,,,,,50,2008-07-15T08:00:50+00:00
39554,SLUU,small_airport,"Ulla Ulla Airport",-15.033334,-69.25,14360,SA,Bolivia,BO,"La Paz Department",BO-L,L,"Franz Tamayo",0,SLUU,,,,https://en.wikipedia.org/wiki/Ulla_Ulla_Airport,,50,2024-06-07T09:55:20+00:00
39456,SLRX,small_airport,"Rincon Del Tigre Airport",-18.200834,-58.169998,664,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"German Busch",0,SLRX,,,,https://en.wikipedia.org/wiki/Rincon_del_Tigre_Airport,,50,2024-05-18T23:06:57+00:00
39418,SLAM,small_airport,"Arampampa Airport",-17.883333,-66.099998,10250,SA,Bolivia,BO,"Potosí Department",BO-P,P,"Gral. Ballivian",0,SLAM,,,,https://en.wikipedia.org/wiki/Arampampa_Airport,,50,2024-05-18T23:00:32+00:00
39468,SLSP,small_airport,"Sipuati Airport",-21.0735,-63.109501,1400,SA,Bolivia,BO,"Tarija Department",BO-T,T,"Gran Chaco",0,SLSP,,,,https://en.wikipedia.org/wiki/Sipuati_Airport,,50,2024-05-29T07:23:57+00:00
39486,SLCI,small_airport,"Caigua Airport",-21.136389,-63.752778,1685,SA,Bolivia,BO,"Tarija Department",BO-T,T,"Gran Chaco",0,SLCI,,,,https://en.wikipedia.org/wiki/Caigua_Airport,"Carapari, Caigua",50,2023-11-21T22:33:12+00:00
39542,SLSN,small_airport,"Sanandita Airport",-21.649999618530273,-63.599998474121094,3200,SA,Bolivia,BO,"Tarija Department",BO-T,T,"Gran Chaco",0,SLSN,,,,,,50,2008-07-15T08:00:39+00:00
39524,SLPA,small_airport,"Palmar Airport",-18.97166633605957,-62.97533416748047,1342,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Guanacos,0,SLPA,,,,,,50,2008-07-15T08:00:20+00:00
39422,SLCD,small_airport,"Cañada Airport",-20.0254,-63.0891,1954,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Gutierrez,0,SLCD,,,,"https://en.wikipedia.org/wiki/Ca%C3%B1ada_Airport,_Bolivia",,50,2024-05-18T23:01:24+00:00
39442,SLHC,small_airport,"Huacareta Airport",-20.3908,-64.015404,4668,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"H. Silez",0,SLHC,,,,https://en.wikipedia.org/wiki/Huacareta_Airport,,50,2024-05-18T23:04:19+00:00
39490,SLER,small_airport,"Cerrillos Airport",-20.016666412353516,-64.03333282470703,3300,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"Hernando Siles",0,SLER,,,,,,50,2008-07-15T07:59:46+00:00
321671,BO-0012,small_airport,"Ibibobo Airport",-21.532782,-62.971537,,SA,Bolivia,BO,"Tarija Department",BO-T,T,Ibibobo,0,,,,,,,50,2016-12-31T15:53:43+00:00
39423,SLDA,small_airport,"Caranda Airport",-17.512562,-63.537002,1082,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Ichilo,0,SLDA,,,,https://en.wikipedia.org/wiki/Caranda_Airport,,50,2024-05-18T23:02:37+00:00
39537,SLZC,small_airport,"San Carlos Airport",-17.427798,-63.674953,1150,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Ichilo,0,SLZC,,,,,,50,2021-06-01T15:22:52+00:00
39559,SLYI,small_airport,"Yapacani Airport",-17.015667,-64.056335,816,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Ichilo,0,SLYI,,,,https://en.wikipedia.org/wiki/Yapacan%C3%AD_Airport,,50,2024-06-07T08:52:10+00:00
39419,SLBR,small_airport,"Buen Retiro Itenez Airport",-13.416667,-63.483334,774,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLBR,,,,https://en.wikipedia.org/wiki/Buen_Retiro_Airport,,50,2024-06-07T09:49:00+00:00
39441,SLHJ,small_airport,"Huacaraje Airport",-13.605556,-63.879444,846,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLHJ,BVK,,,https://en.wikipedia.org/wiki/Huacaraje_Airport,,50,2024-04-15T18:35:44+00:00
39480,SLBS,small_airport,"Bella Vista Itenez Airport",-14.2677001953125,-64.29900360107422,774,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLBS,,,,,,50,2008-07-15T07:59:36+00:00
39485,SLHA,small_airport,"Cachascani Airport",-13.5,-64.199997,722,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLHA,,,,https://en.wikipedia.org/wiki/Cachascani_Airport,,50,2024-06-07T09:51:03+00:00
39509,SLIR,small_airport,"Ibori Airport",-13.050000190734863,-63.66666793823242,775,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLIR,,,,,,50,2008-07-15T08:00:05+00:00
39513,SLLH,small_airport,"Lago Huachi Airport",-14.016666412353516,-63.53333282470703,700,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLLH,,,,,,50,2008-07-15T08:00:09+00:00
39541,SLZJ,small_airport,"San Pedro Richard Airport",-14.216666,-63.650002,700,SA,Bolivia,BO,"El Beni Department",BO-B,B,Itenes,0,SLZJ,,,,https://en.wikipedia.org/wiki/San_Pedro_del_Rio_Blanco_Airport,,50,2024-06-07T17:01:38+00:00
39445,SLIX,small_airport,"Ixiamas Airport",-13.76,-68.136833,725,SA,Bolivia,BO,"La Paz Department",BO-L,L,Iturralde,0,SLIX,,,,https://en.wikipedia.org/wiki/Ixiamas_Airport,,50,2024-05-29T06:41:30+00:00
39491,SLCX,small_airport,"Chive Airport",-12.377833366394043,-68.56766510009766,618,SA,Bolivia,BO,"La Paz Department",BO-L,L,Iturralde,0,SLCX,,,,,,50,2008-07-15T07:59:47+00:00
39516,SLMD,small_airport,"Madidi Airport",-13.383333206176758,-68.6500015258789,500,SA,Bolivia,BO,"La Paz Department",BO-L,L,Iturralde,0,SLMD,,,,,,50,2008-07-15T08:00:12+00:00
39453,SLPL,small_airport,"Padilla Airport",-19.2994,-64.294098,6770,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"J. Mendoza",0,SLPL,,,,https://en.wikipedia.org/wiki/Padilla_Airport,,50,2024-05-18T23:06:10+00:00
39493,SLLQ,small_airport,"Copaquilla Airport",-19.33333396911621,-67.08333587646484,12150,SA,Bolivia,BO,"Oruro Department",BO-O,O,"L. Cabrera",0,SLLQ,,,,,,50,2008-07-15T07:59:49+00:00
39510,SLIY,small_airport,"Intiraymi Airport",-17.795833,-67.434722,12467,SA,Bolivia,BO,"Oruro Department",BO-O,O,"La Joya",0,SLIY,,,,https://en.wikipedia.org/wiki/Intiraymi_Airport,,50,2024-05-29T06:43:12+00:00
39535,SLSJ,small_airport,"Salinas Airport",-19.5,-67.33333587646484,12027,SA,Bolivia,BO,"Oruro Department",BO-O,O,"Ladislao Cabrera",0,SLSJ,,,,,,50,2008-07-15T08:00:30+00:00
39548,SLTE,small_airport,"Teoponte Airport",-15.498333,-67.816666,1400,SA,Bolivia,BO,"La Paz Department",BO-L,L,Larecaja,0,SLTE,,,,https://en.wikipedia.org/wiki/Teoponte_Airport,,50,2024-06-07T08:51:53+00:00
39478,SLYG,small_airport,"Yabog Airport",-18.654499,-63.132801,1412,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"Las Juntas",0,SLYG,,,,https://en.wikipedia.org/wiki/Yabog_Airport,,50,2024-05-18T23:09:57+00:00
322454,BO-0013,small_airport,"Loreto Airport",-15.190029,-64.757926,534,SA,Bolivia,BO,"El Beni Department",BO-B,B,Loreto,0,,,,,,,50,2017-03-20T20:27:03+00:00
30059,SLLJ,small_airport,"Laja Airport",-16.533899307250977,-68.30059814453125,12103,SA,Bolivia,BO,"La Paz Department",BO-L,L,"Los Andes",0,SLLJ,,,,,,50,2008-07-14T12:56:12+00:00
32322,SLPW,small_airport,"El Porvenir Sur Airport",-20.7547,-63.2094,2238,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"Luis Calvo",0,SLPW,,,,https://en.wikipedia.org/wiki/El_Porvenir_Sur_Airport,,50,2024-05-18T23:06:23+00:00
39477,SLVU,small_airport,"Vuelta Grande Airport",-20.904833,-63.192165,1900,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"Luis Calvo",0,SLVU,,,,https://en.wikipedia.org/wiki/Vuelta_Grande_Airport,,50,2024-05-18T23:09:23+00:00
39431,SLCR,small_airport,"Comarapa Airport",-17.913601,-64.517799,6186,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"M. Caballero",0,SLCR,,,,https://en.wikipedia.org/wiki/Comarapa_Airport,,50,2024-05-18T23:01:58+00:00
39558,SLVZ,small_airport,"Villazon Airport",-22.053604,-65.639249,1100,SA,Bolivia,BO,"Potosí Department",BO-P,P,M.Omiste,0,SLVZ,,,,https://en.wikipedia.org/wiki/Villazon_Airport,,50,2024-05-18T23:09:45+00:00
39447,SLJA,small_airport,"Jatata Airport",-11.772833,-67.255997,575,SA,Bolivia,BO,"Pando Department",BO-N,N,"Madre De Dios",0,SLJA,,,,https://en.wikipedia.org/wiki/Jatata_Airport,,50,2024-05-18T23:04:55+00:00
39481,SLBF,small_airport,"Blanca Flor Airport",-11.7272,-66.9263,598,SA,Bolivia,BO,"Pando Department",BO-N,N,"Madre De Dios",0,SLBF,,,,https://en.wikipedia.org/wiki/Blanca_Flor_Airport,,50,2015-04-17T21:41:43+00:00
30099,SLMG,small_airport,"Magdalena Airport",-13.2607483767,-64.0607643127,462,SA,Bolivia,BO,"El Beni Department",BO-B,B,Magdalena,0,SLMG,MGD,,,,,50,2010-06-07T00:57:39+00:00
39429,SLCT,small_airport,"Choreti Airport",-13.5145,-64.965202,656,SA,Bolivia,BO,"El Beni Department",BO-B,B,Mamore,0,SLCT,,,,https://en.wikipedia.org/wiki/Choreti_Airport,,50,2024-06-07T09:07:58+00:00
39475,SLVV,small_airport,"Villa Elvira Airport",-13.6443,-64.440804,722,SA,Bolivia,BO,"El Beni Department",BO-B,B,Mamore,0,SLVV,,,,https://en.wikipedia.org/wiki/Villa_Elvira_Airport,,50,2024-05-18T23:09:34+00:00
39479,SLBN,small_airport,"Bella Unión Airport",-13.633333,-65.283333,722,SA,Bolivia,BO,"El Beni Department",BO-B,B,Mamoré,0,SLBN,,,,https://en.wikipedia.org/wiki/Bella_Uni%C3%B3n_Airport,,50,2024-05-21T16:38:16+00:00
39502,SLEH,small_airport,"El Rancho Airport",-13.05,-65.033333,722,SA,Bolivia,BO,"El Beni Department",BO-B,B,Mamore,0,SLEH,,,,https://en.wikipedia.org/wiki/El_Rancho_Airport,,50,2024-06-07T17:00:13+00:00
39518,SLMN,small_airport,"Manuripi Airport",-11.7385,-68.354668,705,SA,Bolivia,BO,"Pando Department",BO-N,N,Manuripi,0,SLMN,,,,https://en.wikipedia.org/wiki/Manuripi_Airport,,50,2024-06-07T10:24:10+00:00
39451,SLMZ,small_airport,"Mizque Airport",-17.931,-65.380203,7030,SA,Bolivia,BO,"Cochabamba Department",BO-C,C,Mizque,0,SLMZ,,,,https://en.wikipedia.org/wiki/Mizque_Airport,,50,2024-05-18T23:05:28+00:00
39440,SLFL,small_airport,"Florida Airport",-14.607418,-61.198396,600,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Moira,0,SLFL,,,,https://en.wikipedia.org/wiki/Florida_Airport_(Bolivia),,50,2024-05-29T06:38:18+00:00
39454,SLPG,small_airport,"Progreso Airport",-14.1784,-65.375603,754,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLPG,,,,https://en.wikipedia.org/wiki/Progreso_Airport,,50,2024-05-18T23:05:57+00:00
39466,SLTG,small_airport,"Santiago Airport",-15.2278,-65.450104,1000,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLTG,,,,https://en.wikipedia.org/wiki/Santiago_Airport_(Bolivia),,50,2024-05-18T23:08:00+00:00
39507,SLFR,small_airport,"Florencia Airport",-15.683333,-65.566666,574,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLFR,,,,https://en.wikipedia.org/wiki/Florencia_Airport,,50,2024-06-07T09:50:48+00:00
39512,SLEZ,small_airport,"La Esperanza Airport",-14.766666412353516,-65.53333282470703,1100,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLEZ,,,,,,50,2008-07-15T08:00:08+00:00
39528,SLPI,small_airport,"Pitai Airport",-15.808492,-65.619471,605,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLPI,,,,https://en.wikipedia.org/wiki/Pitai_Airport,,50,2024-05-29T06:47:32+00:00
39539,SLLZ,small_airport,"San Lorenzo Airport",-15.383333,-65.75,825,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLLZ,,,,https://en.wikipedia.org/wiki/San_Lorenzo_Airport,,50,2024-06-07T17:00:47+00:00
39540,SLZB,small_airport,"San Pedro Rb Airport",-14.866667,-65.650002,720,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLZB,,,,https://en.wikipedia.org/wiki/San_Pedro_Salvatierra_Airport,,50,2024-06-07T10:25:13+00:00
39544,SLIN,small_airport,"Santa Catalina Airport",-15.5,-65.91666412353516,722,SA,Bolivia,BO,"El Beni Department",BO-B,B,Moxos,0,SLIN,,,,,,50,2008-07-15T08:00:41+00:00
39439,SLFO,small_airport,"Flor De Oro Airport",-13.5548,-61.004101,560,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Moxos,0,SLFO,,,,https://en.wikipedia.org/wiki/Flor_de_Oro_Airport,,50,2024-05-18T23:04:01+00:00
39461,SLZF,small_airport,"San Francisco Naciff Airport",-13.7486,-64.453697,482,SA,Bolivia,BO,"El Beni Department",BO-B,B,Nacif,0,SLZF,,,,https://en.wikipedia.org/wiki/San_Francisco_Naciff_Airport,,50,2024-06-07T09:56:13+00:00
39425,SLCS,small_airport,"Cerdas Airport",-20.808333,-66.401111,12640,SA,Bolivia,BO,"Potosí Department",BO-P,P,"Nor Lipez",0,SLCS,,,,https://en.wikipedia.org/wiki/Cerdas_Airport,,50,2024-05-18T23:02:08+00:00
39470,SLTL,small_airport,"San Cristóbal Toldos Airport",-21.175602,-67.166689,11800,SA,Bolivia,BO,"Potosí Department",BO-P,P,"Nor Lipez",0,SLTL,,,,https://en.wikipedia.org/wiki/Ventilla_Airport,,50,2024-05-18T23:08:12+00:00
39489,SLVI,small_airport,"Caranavi Airport",-15.75,-67.56666564941406,2100,SA,Bolivia,BO,"La Paz Department",BO-L,L,"Nor Yungas",0,SLVI,,,,,,50,2008-07-15T07:59:45+00:00
351497,BO-0015,small_airport,"Nueva Esperanza Airport",-10.05245,-65.33933,344,SA,Bolivia,BO,"Pando Department",BO-N,N,"Nueva Esperanza",0,,,,,,,50,2022-01-15T01:49:49+00:00
39497,SLUK,small_airport,"Curahuara de Carangas Airport",-17.98579978942871,-68.39430236816406,12920,SA,Bolivia,BO,"Oruro Department",BO-O,O,Oruro,0,SLUK,,,,,,50,2009-02-19T16:49:18+00:00
39551,SLTO,small_airport,"Totora Airport",-17.798166275024414,-68.09349822998047,12530,SA,Bolivia,BO,"Oruro Department",BO-O,O,Oruro,0,SLTO,,,,,,50,2008-07-15T08:00:48+00:00
39427,SLHS,small_airport,"Chacobos Airport",-19.594801,-62.565701,1437,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Parapeti,0,SLHS,,,,https://en.wikipedia.org/wiki/Chacobos_Airport,,50,2024-05-29T06:38:55+00:00
39505,SLES,small_airport,"Estalsa Airport",-18.450000762939453,-66.91666412353516,12460,SA,Bolivia,BO,"Oruro Department",BO-O,O,Poopo,0,SLES,,,,,,50,2008-07-15T08:00:01+00:00
314358,SLUP,small_airport,"Puerto America Airport",-11.7616,-67.95864,571,SA,Bolivia,BO,"Pando Department",BO-N,N,"Puerto America",0,SLUP,,,,,,50,2015-04-17T21:58:29+00:00
314372,BO-0003,small_airport,"San Juan de Beni Airport",-14.2626,-64.8721,487,SA,Bolivia,BO,"El Beni Department",BO-B,B,"Puerto Leigue",0,,,,,,,50,2015-04-19T14:33:47+00:00
314376,BO-0004,small_airport,"Puerto Ustarez Airport",-12.3431,-64.5205,478,SA,Bolivia,BO,"El Beni Department",BO-B,B,"Puerto Ustarez",0,,,,,,,50,2015-04-19T21:37:57+00:00
534873,BO-0019,small_airport,"Pepinalito Airstrip",-18.839831,-64.620142,8136,SA,Bolivia,BO,"Chuquisaca Department",BO-H,H,"Redención Pampa",0,,,,,,,50,2024-06-25T12:23:54+00:00
30345,SLRB,small_airport,"Roboré Airport",-18.328224,-59.765339,905,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,Roboré,0,SLRB,RBO,,,https://en.wikipedia.org/wiki/Robor%C3%A9_Airport,,50,2024-02-06T18:44:31+00:00
39472,SLTU,small_airport,"Turco Airport",-18.195833206176758,-68.14199829101562,12500,SA,Bolivia,BO,"Oruro Department",BO-O,O,Sajama,0,SLTU,,,,,,50,2008-07-14T12:56:12+00:00
30371,SLSM,small_airport,"San Ignacio de Moxos Airport",-14.9658,-65.6338,545,SA,Bolivia,BO,"El Beni Department",BO-B,B,"San Ignacio de Moxos",0,SLSM,SNM,,,https://en.wikipedia.org/wiki/San_Ignacio_de_Moxos_Airport,,50,2015-04-24T23:05:02+00:00
30372,SLSI,small_airport,"Capitán Av. Juan Cochamanidis S. Airport",-16.38719,-60.962318,1354,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"San Ignacio de Velasco",0,SLSI,SNG,,,https://en.wikipedia.org/wiki/Capitán_Av._Juan_Cochamanidis_Airport,,50,2024-06-25T13:30:00+00:00
30375,SLJV,small_airport,"San Javier Airport",-16.2708,-62.470299,1702,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"San Javier",0,SLJV,SJV,,,https://en.wikipedia.org/wiki/San_Javier_Airport_(Bolivia),,50,2024-05-29T06:44:00+00:00
30386,SLJO,small_airport,"San Joaquín Airport",-13.0528,-64.661697,456,SA,Bolivia,BO,"El Beni Department",BO-B,B,"San Joaquín",0,SLJO,SJB,,,https://en.wikipedia.org/wiki/San_Joaqu%C3%ADn_Airport,,50,2016-06-13T08:19:53+00:00
30376,SLJE,small_airport,"San José De Chiquitos Airport",-17.830799,-60.743099,974,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"San José de Chiquitos",0,SLJE,SJS,,,https://en.wikipedia.org/wiki/San_Jos%C3%A9_de_Chiquitos_Airport,,50,2024-05-16T20:33:01+00:00
30387,SLTI,small_airport,"San Matías Airport",-16.339199,-58.401901,403,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"San Matías",0,SLTI,MQK,,,https://en.wikipedia.org/wiki/San_Mat%C3%ADas_Airport,,50,2024-05-20T20:13:26+00:00
39469,SLTW,small_airport,"Tita Airport",-18.466400146484375,-62.11199951171875,1312,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"San Rafael",0,SLTW,,,,,,50,2008-07-14T12:56:12+00:00
30388,SLRA,small_airport,"San Ramón Airport",-13.2639,-64.603897,698,SA,Bolivia,BO,"El Beni Department",BO-B,B,"San Ramón / Mamoré",0,SLRA,SRD,,,https://en.wikipedia.org/wiki/San_Ram%C3%B3n_Airport,,50,2016-06-13T08:18:33+00:00
39526,SLPY,small_airport,"Piray Airport",-18.333499908447266,-63.192501068115234,1730,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"Sanja Honda",0,SLPY,,,,,,50,2008-07-15T08:00:21+00:00
39464,SLSR,small_airport,"Santa Rosa De Yacuma Airport",-14.0662,-66.786797,738,SA,Bolivia,BO,"El Beni Department",BO-B,B,"Santa Rosa",0,SLSR,SRB,,,https://en.wikipedia.org/wiki/Santa_Rosa_Airport_(Bolivia),,50,2024-05-29T07:24:26+00:00
314377,BO-0005,small_airport,"Mayo Mayo Airport",-12.2974,-65.0986,499,SA,Bolivia,BO,"El Beni Department",BO-B,B,"Santa Rosa de Vigo",0,,,,,,"Puerto Vigo",50,2015-04-19T22:09:39+00:00
39467,SLSQ,small_airport,"Santiago De Chiquitos Airport",-18.3458,-59.604801,1990,SA,Bolivia,BO,"Santa Cruz Department",BO-S,S,"Santiago de Chiquitos",0,SLSQ,,,,https://en.wikipedia.org/wiki/Saahaqui_Airport,,50,2024-05-18T23:07:43+00:00
39471,SLTZ,small_airport,"Tupiza-Mochará Airport",-21.337012,-65.612228,11300,SA,Bolivia,BO,"Potosí Department",BO-P,P,"Sud Chichas",0,SLTZ,,,,https://en.wikipedia.org/wiki/Tupiza_Airport,,50,2024-05-18T23:08:29+00:00
